2025-11-25 22:45:00,3.85,,
2025-11-25 22:50:28,3.47,,
2025-11-25 22:55:00,3.85,,
2025-11-25 22:582:28,3.47,,
2025-11-25 23:10:00,3.85,,
2025-11-25 23:12:28,3.47,,
2025-11-25 23:14:56,2.97,,
2025-11-25 23:17:34,2.83,,
2025-11-25 23:22:30,3.15,,
2025-11-25 23:24:58,3.38,,
2025-11-25 23:27:28,3.30,,
2025-11-25 23:29:55,2.80,,
2025-11-25 23:34:51,3.03,,
2025-11-25 23:37:36,2.83,,
2025-11-25 23:40:05,2.92,,
2025-11-26 00:07:50,3.10,,
2025-11-26 00:10:31,3.17,,
2025-11-26 00:32:59,2.60
2025-11-26 00:35:26,3.00
2025-11-26 01:02:35,2.97
2025-11-26 01:05:02,3.25
2025-11-26 01:32:30,3.75
2025-11-26 01:34:57,3.78
2025-11-26 02:02:40,2.97
2025-11-26 02:05:21,2.97
2025-11-26 02:32:45,1.67
2025-11-26 02:35:12,1.85
2025-11-26 07:20:31,2.38
2025-11-26 07:22:58,2.17
2025-11-26 07:49:59,2.35
2025-11-26 07:52:42,2.72
2025-11-26 08:10:10,2.63
2025-11-26 08:12:57,2.40
2025-11-26 08:15:24,2.80
2025-11-26 08:25:14,2.47
2025-11-26 08:27:42,2.17
2025-11-26 08:30:09,2.53
2025-11-26 08:57:29,2.78
2025-11-26 08:59:56,2.58
2025-11-26 09:27:30,2.72
2025-11-26 09:29:57,2.83
2025-11-26 09:57:53,2.03
2025-11-26 10:00:21,2.13
2025-11-26 10:28:19,2.13
2025-11-26 10:30:46,1.95
